SName,Lyric,Artist,Genres
Evil Woman,"Heeey!
Yeah, yeah yeah. Yeah, yeah yeah. Yeah, yeah yeah
Yeah, yeah yeah.

I know what you're tryna do,
You got every guy here thinking you like them too
So you can switch your hips and bat your eyes
You better go try this shit on another guy
Cause I can see through what you telling me
You want me to fall in love to help your self-esteem
And baby how high do I look to you,
You better leave me be and go find another fool you you

[Chorus:]
Evil woman
Evil woman
Evil woman
Evil woman

And I know that you're out my league,
But you lead me on and tell me that you're into me
Cause cause cause you know you got me on a string,
And if you pull it right ill probably buy you seven jeans
Cause you're so fly, you know it too
And you sure do your best to make us notice you
But baby how high must you be,
If you think I'm gon' let you go and pull that shit on me
You're just an

[Chorus:]
Evil woman
Evil woman
Evil woman
Evil woman

Evil woman
Evil woman
Evil woman

Evil woman
Evil woman
Evil woman
Evil woman

Yeah, yeah yeah, yeah, yeah yeah,
Yeah, yeah yeah, yeah, yeah yeah,
Yeah, yeah yeah
[Music Fades]",Mike Posner,Pop
F'd Up Now,"I'm not f****n you
less i'm drunk as you
That'd be my excuse
I can tell my crew
cuz the bodies right but the face is wrong
so they gon clown on me all night long

So I take a shot, take another shot
Never drink enough till the face is hot
Till I can't no more (system overload)
Sayin baby let me take you home

I'm not f****n you
less i'm drunk as you
See I want a ten but you're just a two
So lets keep it low, keep a secret code so everybody else don't have to know..

That I'm f***ed up now, I'm f***ed up now
I said I'm f***ed up now, I'm f***ed up now
She don't look ugly now cuz I'm f***ed up now
That might sound f***ed up now o well

I'm not f****n you
less i'm drunk as you
That way i'll know why I woke up with you
Need to find a girl that'll do me here
Ain't performin night, got no groupies here
Cuz I ain't famous yet, but I will be soon
If you come with me then you will be too
How many songs do I need before I finally get hoes? Who knows
Who knows

I'm not f****n you less i'm drunk as you
Mr. Bartender better bring us two
And keep my glass full, to the tipy top,
till this girl right here, looks like Megan Fox

Yeah I'm f***ed up now, i'm f***ed up now
I said I'm f***ed up now, i'm f***ed up now
She don't look ugly now cuz I'm f***ed up now
That might sound f***ed up now.
O Well

And keep my auto tune on, my auto tune on
Keep my auto tune on, my auto tune on
Don't turn that s**t off cuz I sound like s**t
Don't turn that s**t off.. Man what'd I just say? Damn.",Mike Posner,Pop
Falling,"Well alright
Oh oh lord
Well alright
Oh oh lord
Well alright
Oh lord
Well aright

Drive your high heel into my heart
I don't even care
Cause my pride is worth much more than your
Your stupid little love
Every word that you say keeps on bouncing around in my head
When all my delusions of grander have turned into bad jokes instead
You'll be there pointing and laughing to prove you were wiser than I
Well I'm just pretending perfection
I'm flying uncomfortably high

It feels like I'm falling
It feels like I'm falling
It feels like I'm all in
It feels like I'm falling

Drive your high heel into my heart
Cause I don't even care
My pride is worth much more than your
Your stupid, your stupid little love
Every word that you say keeps on bouncing around in my head
When all my delusions of grander have turned into bad jokes instead
You'll be there pointing and laughing to prove you were wiser than I
Well I'm just pretending perfection
I'm flying uncomfortably high

It feels like I'm falling
It feels like I'm falling
It feels like I'm all in
It feels like I'm falling

It feels like I'm falling
It feels like I'm falling
It feels like I'm all in
It feels like I'm falling

Well alright
Oh lord
Well alright
Oh lord
Oh lord",Mike Posner,Pop
French Inhale,"French inhale
I like the way you french inhale
Do it again
French inhale
I like the way you french inhale
Do it again

Uh, you don't gotta sell it, cuz it's already sold
And you don't gotta roll one, cuz it's already rolled
Check out my technique, just weed let it fold
Shit, I've been smokin' since I was 14 years old
I had a dime who never smoked blunts just bowls
Taught me how to blow os, inhale threw my nose
So if you see me smoking don't blow my high
Uh, so I roll one and we both gonna fly
You smell it all in my clothes
I'm taking in all the smoke when I

French inhale
I like the way you french inhale
Do it again
French inhale
I like the way you french inhale
Do it again

I take it to the face, inhale it threw my nose
Blowin' with the homies on the low, man fuck these hoes!
It crack-a-lack, pull it back
Whatcha call that mackel cracka, bad bitch like that,
a cracker jack
I'm like a florist, touring like a tourist
Godzilla flying on a pegasaurus
Niggas know about it
Even ?for I pull it out
I put some fire on it
And now they're beggin' me to put it out
I'm in the hallway rolling on the purple syke
I know the ins and outs so I'ma do what the fuck I like

French inhale
I like the way you french inhale
Do it again
French inhale
I like the way you french inhale
Do it again",Mike Posner,Pop
Fun Up Here,"Good job 1st

I fell in love with a sunset, I fell in love with a cloud
I don't remember how I got here, I just know I'm lookin' down
It's fun up here, feelin' real good
Man, it's fun up here, I'm feelin' real good
I feel in love with my damn self
My freckles and my back (My freckles and my back)
I fell in love with the whole world, I know it loves me back
That's why it put me high
It's fun up here, feelin' real good
It's fun up here, I'm feelin' real good
I'm just slidin' down a rainbow, got a lot leg room
I'm lookin' for my pot of gold (I'm lookin' for my pot of gold)
I know I'll get it soon
Uh, I got love in my blood, man, I'm feelin' real yummy
John Hamilton and Attaman, I'm keepin' good company
I call my pair of eyes ""Pretty, "" and a rainy day is ugly
Man, I ain't got nothin', so you can't take nothin' from me
'Cause it's fun up here, and I'm real good
You know it's fun up here, I'm feelin' real good

Yeah, uh
I woke up today in a mansion
I'm seven out of ten handsome
But my talent make me a ten [?]
Kick it to the curb, Ted Dancin'
Chillin' in a droptop, pedal to the high top, my studio is a hotbox
No baby, don't stop, no baby, don't drop
Can't see these haters like a Bird Box
Livin' on food stamps, dyin' on wealthfare
Dyin', and I had no healthcare
Wake up blessed everyday, life's slippin' away
And I'm actin' like I don't care
I got a job, I got a bed, I got a beautiful home, I ain't there
I got a mind on my own, I'm rich, but the money
Money can't fill your heart, money can't fill your heart (No, no, no, no)
Money can't fill your heart, money can't fill your heart (No, no, no, no)
Money can't fill your heart, money can't fill your heart (No, no, no, no)
Money can't fill your heart, only love can fill your heart, only fill your heart

It's fun up here, feelin' real good
Man, it's fun up here, I'm feelin' real good",Mike Posner,Pop
Fun Up Here (Ft. Logic),"Good job 1st

I fell in love with a sunset, I fell in love with a cloud
I don't remember how I got here, I just know I'm lookin' down
It's fun up here, feelin' real good
Man, it's fun up here, I'm feelin' real good
I feel in love with my damn self
My freckles and my back (My freckles and my back)
I fell in love with the whole world, I know it loves me back
That's why it put me high
It's fun up here, feelin' real good
It's fun up here, I'm feelin' real good
I'm just slidin' down a rainbow, got a lot leg room
I'm lookin' for my pot of gold (I'm lookin' for my pot of gold)
I know I'll get it soon
Uh, I got love in my blood, man, I'm feelin' real yummy
John Hamilton and Attaman, I'm keepin' good company
I call my pair of eyes ""Pretty, "" and a rainy day is ugly
Man, I ain't got nothin', so you can't take nothin' from me
'Cause it's fun up here, and I'm real good
You know it's fun up here, I'm feelin' real good

Yeah, uh
I woke up today in a mansion
I'm seven out of ten handsome
But my talent make me a ten and then some
Kick it to the curb, Ted Danson
Chillin' in a droptop, pedal to the high top, my studio is a hotbox
No baby, don't stop, no baby, don't drop
Can't see these haters like a Bird Box
Livin' on food stamps, dyin' on welfare
Dyin', and I had no healthcare
Wake up blessed everyday, life's slippin' away
And I'm actin' like I don't care
I got a job, I got a bed, I got a beautiful home, I ain't there
I got a mind on my own, I'm richer than money
Oh yeah boy you heard what I said
Money can't fill your heart, money can't fill your heart
(No, no, no, no)
Money can't fill your heart, money can't fill your heart
(No, no, no, no)
Money can't fill your heart, money can't fill your heart
(No, no, no, no)
Money can't fill your heart, only love can fill your heart
Only fill your heart

It's fun up here, feelin' real good
Man, it's fun up here, I'm feelin' real good",Mike Posner,Pop
God's Lottery,"A one God's lottery, dad's still watchin' me
That's comradery, woah, woah, woah
The game ain't new to me, you're nothin' they can do to me
I ain't gotta wear jewelry, I still shine
I still shine on 'em, woo
Hair; curly, I look like Zeus
I'm Omar Epps, I got the juice
I feel like the bars, go tell Bruce
I'm gettin' close to the truth

I think I got angels watching
My life just keeps on unlocking
I'm gonna make it to the other side
I think I got angels watching

Ladies and Gentlemen pose, back with the real
Second meditation, tryna catch me a feel
A little bit of presence is all it took
Be here longer than a day, the Foster Wallace book
Nothing's Trump's time, ever
Most underrated, Kawhi Leonard
George Muresan, I'm centered
Welcome to the world, fourth trimester
Tom Hanks [?]
Don't know where I am, but I'm headed home
I might pop up in your city, dog, you never know
And don't forget change, it's like a metronome
And the beard is like war paint
Duke Game is my only court date
Outside all year, walkin' towards faith
My North face is in [?]
They shouldn't never let me read Barhaze
The breakup hit me in a sore place
This is now a one horse race
Everybody love me like my name is King George Strait, woo

I think I got angels watching
My life just keeps on unlocking
I'm gonna make it to the other side
I think I got angels watching, woah",Mike Posner,Pop
Gone In September,"I used to be a sweetheart
I used to be alright
I'd tell myself I love you
But I'm creeping every night
When I met you at the party
And I told you you were pretty
I was honestly just trying to score

But you made me wait a week
Just to kiss you in the cheek
Now it's breaking my heart to break yours

I said I loved you in the summer
But will I love you in the fall
I thought I wasn't like the others
Guess I'm an asshole after all

Come September I'll be Gone (gone, gone, gone)
Come September I'll be Gone (gone, gone, gone)

I used to be a good guy
I used to be alright
I'd tell myself I loved you
But I'm creeping every night
When I met you at the party
When I told you you were pretty
I was honestly just trying to score

I said I loved you in the summer
But will I love you in the fall
I thought I wasn't like the others
Guess I'm an asshole after all

Come September I'll be Gone (gone, gone, gone)
Come September I'll be Gone (gone, gone, gone)

I'd be lying if I said it didn't feel right
I've been trying
But I cant just get the feeling back
When did I become?
The Bad Guy

I said I loved you in the summer
I loved you in the summer
But will I love you in the fall
Lo-love you in the fall

I thought I wasn't like the others
I Wasn't like the others
Guess I'm an asshole after all

Come September I'll be gone",Mike Posner,Pop
Halo,"Remember those things I said
Well I don’t mean none of em now
You’re acting like a different person
I couldn’t pick you out of a crowd

I know bout all the things you did
There’s nothing left to talk about
Baby take off your halo (oo oo)
You ain’t nobodies angel now

So you can keep playin
I cant hear nothing that ya sayin
And sorry won’t change it
Girl I’m bout to put you out

Don’t try to apologize
Or try to call me phone no more
Baby take off your halo
It doesn’t even glow no more

There’s not gon’ be no second chance
Don’t try to show up back at my door
Baby take off your Halo
What kind of fool do you take me for?

T-take off your halo (halo)
T-take off your halo (halo)
T-take off your halo (halo)
T-take off your halo (halo)
T-take off your halo (halo)
T-take off your halo (halo)
T-take off your halo (halo)

I don’t wanna hear your explanations
Your not gon talk your way out of this
I know exactly what your gonna try to say
And im not gon fall for none of your tricks

Go ahead and cry if you want to
Go and tell it to the dude that you were with
The second that I walk away
Baby girl you don’t even exist

So you can keep playin
I cant hear nothing that you sayin
And sorry wont change it
Don’t try to come at me with none of your sh—

Don’t try to apologize
Don’t try to call my phone no more
Baby take off your halo
It doesn’t even glow no more

There’s no gon’ be no second chance
Don’t try to show up back at my door
Baby take off your halo
What kind of fool do you take me for?

T-take off your halo (halo)
T-take off your halo (halo)
T-take off your halo (halo)
T-take off your halo (halo)
T-take off your halo (halo)
T-take off your halo (halo)
T-take off your halo (halo)",Mike Posner,Pop
Heaven,"To the families of the December 14th tragedy

Today, we shed our tear for you
Tomorrow, we do it all again
They say that time will make it better
I think about what could have been

Still, I believe that there's whole lot of good people
I believe that there's a life
I believe in more than things I can see, my love
And I know this isn't right

But maybe this will make sense in heaven
And I will understand why you gone
Maybe this will make sense in heaven
Cause right now it don't make sense at all

Today, my prayers are in the sky
Tomorrow, they'll still be there for you
They say that time will make it better
Now I hope that what they say is true

Cause I believe that there's whole lot of good people
And I believe that there's a life
And I believe in more than things I can see, my love
And I know this isn't right

But maybe this will make sense in heaven
And I'll understand why you gone
Maybe this will make sense in heaven
Cause right now it don't make sense at all
Right now, it don't make sense at all",Mike Posner,Pop
Henny & Purple (Feat. Slim Thug),"Henny with purple, mix it in the circle
Side of that kush yeah... push

Henny and purple, up in the sky
Spinning in circles, chasing my life
Henny and purple, henny and purple
Henny with purple, mix it in the circle
Side sider than kush yeah... push
Henny and purple, henny and purple

Got 4 homies in the ride now, ashtray on each door
Yeah, trying to make it feel like it used to, We're trying to
Looking for, something to believe n
Slow it down, down, down
See that clock ticking slow on the dash
Picking up the beezers that we left in the past

Henny and purple, up in the sky
Spinning in circles, chasing my life
Henny and purple, henny and purple
Henny with purple, mix it in the circle
Side sider than kush yeah... push
Henny and purple, henny and purple

Pushing bout 90 on the watch now
Where's the liquor store?
We're gonna need 2 big bottles
Cause we're out here looking for
Something to believe in
See that clock ticking slow on the dash
Picking up the beezers that we left in the past
Henny and purple, up in the sky
Spinning in circles, chasing my life
Henny and purple, henny and purple
Henny with purple, mix it in the circle
Side sider than kush yeah... push
Henny and purple, henny and purple

Henny with purple, mix it in the circle
Side of that kush yeah... push
And the player so high, feeling like I got wings
I'm floating in the sky, living like I'm in the dream
We going up and blowing up, smoke up in the air
Drinking and we lighten up, it's a perfect pair
[?] with my partners, we leaning while we roll
Fall deep in the slap and we looking for some more
Let it go, roll up some more, pour up some more
After this I'ma be laid on the floor
Wasted, but it's so good when you taste it
I'm addicted to this shit, might as well face it
Can't shake it, white cup stay full
Keep the blunt lit till I get the last pour
If you trying to feel good main, this will work
Sleeping all day when I'm gone

Henny and purple, up in the sky
Spinning in circles, chasing my life
Henny and purple, henny and purple
Henny with purple, mix it in the circle
Side sider than kush yeah... push
Henny and purple, henny and purple",Mike Posner,Pop
Hey Cupid,"Ooooooooohhhhhhhhhhh, yeah, alright

Hey Cupid (Hey Cupid)
Do I look stupid? (Do I look stupid?)
I'm not going to fall for none of yo tricks no more
Your arrow won't pierce my skin no more

Hey Cupid (Hey Cupid)
Do I look stupid? (Do I look stupid?)
I'm not going to fall for none of yo tricks no more
Your arrow won't pierce my skin no more

Do you remember Mary?
The one you made me wanna marry
I tried to get into her sex life
But she said I was the friend type
Do you remember Katie?
'Cause you made her drive me crazy
I gave her all of my affection
Then she left me for my best friend

Now you keep shooting your arrow
You keep givin' my love away
But I don't see why you don't let me be
I don't want to play yo game

Hey Cupid (Hey Cupid)
Do I look stupid? (Do I look stupid?)
I'm not going to fall for none of yo tricks no more
Your arrow won't pierce my skin no more

Hey Cupid (Hey Cupid)
Do I look stupid? (Do I look stupid?)
I'm not going to fall for none of yo tricks no more
Your arrow won't pierce my skin no more

Do you remember Rachel?
You made her look like such an angel
She told me I would be her first ride
That was just her first lie
Do you remember Ashley?
The one that only dated athletes
I tried to kiss her in my back seat
She turned away and slapped me

Now you keep shooting your arrow
You keep givin' my love away
But I don't see why you don't let me be
I don't want to play yo game

I wonder if you even remember how you gave away my love
Superglued my heart back together now, back the way it was
I wonder if you even remember how you gave away my love
Superglued my heart back together now...

Hey Cupid (Hey Cupid)
Do I look stupid? (Do I look stupid?)
I'm not going to fall for none of yo tricks no more
Your arrow won't pierce my skin no more

Hey Cupid (Hey Cupid)
Do I look stupid? (Do I look stupid?)
I'm not going to fall for none of yo tricks no more
Your arrow won't pierce my skin no more",Mike Posner,Pop
Hey Lady (Feat. Twista),"Hey lady
Have you been looking for love in all the wrong places
Me too
Hey lady
Have you been telling yourself just to be patient
Me too

Just because I stand on the stage now
Just because I'm ill in the booth
Doesn't mean that I can't really love you
If you listen then I'll tell you the truth

I'm getting kinda tired of
Well, I spare you the details
But I got a little crazy with the females
The last whore, okay
And the one before but I'm tryna tell you
I don't think I want that no more, I guess
At least you know that I've got the experience
So when you're cool with it
You know I know what to do with it
Everything that you'd expected the most
Sex on the shower, on the bed, sex on the floor
But burns on my knees, scratches on my back
You put those on my body to remind me to come back (hehehe)
And for some reasons I do
I even eat it, but that's a secret just between me and you

Hey lady
Have you been looking for love in all the wrong places
Me too
Hey lady
Have you been telling yourself just to be patient
Me too

[Twista]
Twista
Let's take it back to the basics
Looking for love in all the wrong places
All up in the party sipping on ciroq
I was coming at the women when I was spending big faces
Every night I'm in the zone doing what ever I want to do
In the hotel lobby like you and you and you
Untill I met you
May Twist got the urge
Gotta get with you cause I was sick with the world
Looking at you cause the picture was perfect
No other chick make it to the kicked to the curb
Sit cause I got a trip on the wheel
Was looking everywhere for love and I found it right here
I'm Twista, getting ready to know ya
It was Mike Posner who's making it quite clear
You the only one

Hey lady
If you've been looking for love in all the wrong places
Me too
Hey lady
If you've been telling yourself just to be patient
Me too

Hey lady
Have you been looking for love, looking looking for love
Me too
Have you been telling yourself just to be patient
Me too",Mike Posner,Pop
High & Low (On LSD),"*Laughter*

just wanna be free

I am a lone mosquito
[?]
I just wanna be free

We are all lone mosquitoes
[?]
We just wanna be free

Oh, send me flyin'
A lone mosquito
[?]
I just wanna be free

We are all lone mosquitoes
[?]
We just wanna be free

(Nothing is real, nothing is real, nothing is real)
Free, free, free, free
(Nothing is real, nothing is real)
Free, free, free, free
(Nothing is real, nothing is real)
Free, free, free, free
(Nothing is real, nothing is real- is real)
Free, free, free, free
(Nothing is real, nothing...)
Free, free, free, free

(Nothing is real, nothing is real, nothing is real, nothing is real
Nothing is real, nothing is real, nothing is real, nothing is real
Nothing is real, nothing is real, nothing is real, nothing is rеal
Nothing is real, nothing is real, nothing is real, nothing is rеal
Nothing is real, nothing is real, nothing is real, nothing is real
Nothing is real, nothing is real, nothin g is real, nothing is real
Nothing is real, nothing is real, nothing is real, nothing is real...)

I took too much, latticework in my head
My clothes are too tight, need to get to my bed
Walk upstairs, it's gettin' harder to breathe
I hear people in my room, I'm 'bout to make 'em leave
Probably college kids lookin' for a place to kiss
I feel around on the wall and turn on the light switch
(Oh) oh my god, oh my (this- this isn't what it looks like, I swear)
Oh my god... (Just relax, just relax)
Am I hallucinatin'? Is it just a bad trip?
Bear's got Noelle bent over my bed and shit
Of all the girls, dog? (Dude I'm sorry) My ex?
And you, you couldn't pick another place to have sex? (No)
(Mike it's okay) Just get the fuck out of my house
(This isn't even your house) Just get the fuck out of my house!
Then I pick up the gun from the dresser and I cock it
(Jesus, Mike, dude c'mon drop it)
I swear, if you don't get the fuck out of here
I count to three, (one... two...) they pick up their shit and disappear
I find a handle of Jack and turn it upside-down
Wake up the next morning on the floor face down",Mike Posner,Pop
How It's Supposed to Be,"I think I'll buy a gun and blame it on my hometown
It's so cold in the deep
She asked me if I think I'll ever see her again
I say, ""Hopefully""

And maybe that's how it's supposed to be
Maybe that's how it's supposed to be

My heroes all died young, they hung themselves with fame
And these lunatics, molded me
I got a tattoo, it's a joke I keep a secret
I need everyone to notice me

But maybe that's how it's supposed to be
Maybe that's how it's supposed to be
Maybe that's how it's supposed to be
Maybe that's how it's supposed to be

I think I'll die young with all my broken dreams
I've got it figured out, this is the golden key
Everything is how it's supposed to be
Everything is how it's supposed to be

We messed it all up, now the world is getting warmer
L. A. will be out at open sea
Meanwhile, I'm falling down, my heart is getting colder
I hurt everyone close to me

But maybe that's how it's supposed to be
Maybe that's how it's supposed to be
Maybe that's how it's supposed to be
Maybe that's how it's supposed to be (Hey)

I think I'll die young with all my broken dreams
I've got it figured out, this is the golden key
The day my daddy died, I was down the street
I lost my only friend; people don't grow on trees
But maybe that's the way it's supposed to be
Yeah, I think that's the way it's supposed to be
Yeah, everything is how it's supposed to be
See, I think that's the way it's supposed to be (Ahh)

Woah-woah
Woah-woah
Woah-woah

See, I think that's the way it's supposed to be
Yeah, I think that's the way it's supposed to be
Everything is how it's supposed to be
I think this is how it's supposed to be

Well, here we are. This is Sunday morning, October 2
1988, and this is Versagio and Lira
Versagio who I talked to last night wanted to see Michael
so there he is. Let's see if we can get him—Michael
look up here! Where you goin', Michael?
Yeah, okay. Anyway, he is a real good kid",Mike Posner,Pop
I Took a Pill In Ibiza (Oscar Olivo Remix),"I took a pill in Ibiza
To show Avicii I was cool
And when I finally got sober
felt 10 years older
But fuck it, it was something to do
I'm living out in L. A
I drive a sports car just to prove
I'm a real big baller
cause I made a million dollars
And I spend it on girls and shoes

But you don't wanna be high like me
Never really knowing why like me
You don't ever wanna step off
that roller coaster and be all alone
You don't wanna ride the bus like this
Never knowing who to trust like this
You don't wanna be stuck up on that stage singing
Stuck up on that stage

I'm just a singer who already blew his shot
I get along with old timers
Cause my name's a reminder
of a pop song people forgot
And I can't keep a girl, no
Cause as soon as the sun comes up
I cut 'em all loose and work's my excuse
But the truth is I can't open up

But you don't wanna be high like me
Never really knowing why like me
You don't ever wanna step off
that roller coaster and be all alone
You don't wanna ride the bus like this
Never knowing who to trust like this
You don't wanna be stuck up on that stage singing
Stuck up on that stage singing
All I know are sad songs, sad songs
Darling, all I know are sad songs, sad songs",Mike Posner,Pop
IDGAF (Feat. Pharrell),"Brains up, yeah, alright, oh

If they call the cops on it, idgaf
I won't stop, idgaf baby
Baby girl you should call me tonight
Cause brother buck it and I know how to talk to you right
Understand when I'm off in your vibe, idgaf baby
Shake your ass one time for me, then repeat, repeat, repeat
Whoa, fill mu glass one time fore me, then repeat, repeat, repeat
Just in the lab making hot shit with p, with p, with p
Shake your ass one time for me, then repeat, repeat, repeat

Girl, let's do it over and over again
I'm not selfish, bring your friend, alright
See the morning ain't up, so repeat
You gotta repeat

They can't tell me nada, no, idgaf
Tell your mama, go ahead, idgaf baby
Baby girl we play like shit
You don't fuck ?boys, I'ma change that shit
Now where your chick, I'm not telling

Shake your ass one time for me, then repeat, repeat, repeat
Whoa, fill mu glass one time fore me, then repeat, repeat, repeat
Just in the lab making hot shit with p, with p, with p
Shake your ass one time for me, then repeat, repeat, repeat

Girl, let's do it over and over again
I'm not selfish, bring your friend, alright
See the morning ain't up, so repeat
You gotta repeat

Let me be inside you girl, know I want to try you girl
Let's go, ah, ah, let's go, you heard, alright

It's game boy mental spit that lethal
As far as the beat go, I bring that heat, yo
She know that deep though, before we speak oh
No extends for c notes, only a key note
Mysteries of the fish, yeah I am need more
Your girl wanna try, why you look at me for
Yoda, stronger, make her work that key go
Bitch I take your bitch, me and my po

Girl, let's do it over and over again
I'm not selfish, bring your friend, alright
Igaf, yeah, idgaf, yeah, so easy
Idgaf, baby",Mike Posner,Pop
In The Arms Of A Stranger,"I was 16 with a rocket
And some sunshine in my pocket
It was how you used words I didn't know
And the way you said my name
And cut up peaches and them brown eyes
Little flame that we pretend doesn't glow

You know space and time
Wouldn't let you be mine
What I've come to understand
Is entropy wouldn't leave you to me
I'm right back where I began

In the arms of a stranger,
Pretending it's love
Holding her closely, remember your touch
And I'm wrapped around your finger
Even though I'm knocked up
In the arms of a stranger,
Pretending it's love

There were times I think about us
Overcome by the nostalgias
I am on call when you need me,
Let me know
But we're drifting in a strange way
I'm aware that it's mistake if I love you
It's a mistake if I don't

You know space and time
Wouldn't let you be mine
What I've come to understand
Is entropy wouldn't leave you to me
I'm right back where I began

In the arms of a stranger,
Pretending it's love
Holding her closely,
Remember your touch
And I'm wrapped around your finger
Even though I'm knocked up
In the arms of a stranger,
Pretending it's love

And she smelled like michigan
And it felt like lust
And the nostalgia's killing me
And it's all because

I'm in the arms of a stranger,
Pretending it's love
Holding her closely,
Remember your touch
And I'm wrapped around your finger
Even though I'm knocked up
In the arms of a stranger,
Stranger, stranger
In the arms of a stranger,
Pretending it's love
Holding her closely,
Remember your touch
And I'm wrapped around your finger
Even though I'm knocked up
In the arms of a stranger,
Pretending it's love",Mike Posner,Pop
In The Arms Of a Stranger (Brian Kierulf Remix),"I was 16 with a rocket
And some sunshine in my pocket
It was how you used words I didn't know
And the way you said my name
And cut up peaches and them brown eyes
Little flame that we pretend doesn't glow

[Pre-Chorus]
You know space and time wouldn't let you be mine
What I've come to understand
Is entropy wouldn't leave you to me
I'm right back where I began

[Chorus]
In the arms of a stranger, pretending it's love
Holding her closely, remember your touch
And I'm wrapped around your finger, even though I'm knocked up
In the arms of a stranger, pretending it's love

[Verse 2]
There were times I think about us
Overcome by the nostalgias
I am on call when you need me, let me know
But we're drifting in a strange way
I'm aware that it's mistake if I love you
It's a mistake if I don't

[Pre-Chorus]
You know space and time wouldn't let you be mine
What I've come to understand
Is entropy wouldn't leave you to me
I'm right back where I began

[Chorus]
In the arms of a stranger, pretending it's love
Holding her closely, remember your touch
And I'm wrapped around your finger, even though I'm knocked up
In the arms of a stranger, pretending it's love

[Bridge]
And she smelled like Michigan
And it felt like lust
And the nostalgia's killing me
And it's all because

[Chorus]
I'm in the arms of a stranger, pretending it's love
Holding her closely, remember your touch
And I'm wrapped around your finger, even though I'm knocked up
In the arms of a stranger, stranger, stranger
In the arms of a stranger, pretending it's love
Holding her closely, remember your touch
And I'm wrapped around your finger, even though I'm knocked up
In the arms of a stranger, pretending it's love",Mike Posner,Pop
Introduction (2020),"Greetings. You're about to listen to Operation: Wake Up by Mike Posner

This album was written, recorded, and produced over a period of two weeks in Detroit, Michigan in my parents' basement

It's meant to be listened to all the way through. At least on the first listen. And it's about 36 minutes long

If you can't devote 36 minutes of undivided attention to this album, I again politely ask that you turn it off and return at a later time

I love you and I thank you for taking the time to listen in the first place

Also, it's important to note that the characters and the stories in this album are completely fictional. In addition, anyone struggling with a mental illness - depression, schizophrenia - should not listen to this album. Turn it off

With caution, tact and perspective, enjoy Operation: Wake Up

*ding*",Mike Posner,Pop
Introduction (A Real Good Kid),"Hello, you are about to listen to A Real Good Kid
The album is 40 minutes long and is meant to be listened to in
one sitting, straight through. It is meant to be listened to without
texting, without emailing, without outside distraction of any sort
If at this time you are unable to devote 40 minutes of undivided
attention, I politely ask you turn this off and return at a later time

It's hard to describe how I feel right now
People keep asking what happened to me
What happened to me? The answer is this",Mike Posner,Pop
Introduction (Operation: Wake Up),"Greetings. You're about to listen to Operation: Wake Up by Mike Posner

This album was written, recorded, and produced over a period of two weeks in Detroit, Michigan in my parents' basement

It's meant to be listened to all the way through. At least on the first listen. And it's about 36 minutes long

If you can't devote 36 minutes of undivided attention to this album, I again politely ask that you turn it off and return at a later time

I love you and I thank you for taking the time to listen in the first place

Also, it's important to note that the characters and the stories in this album are completely fictional. In addition, anyone struggling with a mental illness - depression, schizophrenia - should not listen to this album. Turn it off

With caution, tact and perspective, enjoy Operation: Wake Up",Mike Posner,Pop
Iris,"If I could be just one thing
I would be what you're craving
Six foot three with steel blue eyes
Sweep you off of your feet before you count to five
But the truth is I am just a man
Standing five foot ten doing the best I can
And I've lived long enough to see
You will never be craving me

Oh whoa
I watched her go
After she planted her love in the top soil
And from the top soil an iris bloomed
It was pretty in May, but it died in June

If I could sing the way I feel inside
It'd sound happy and sad at the same damn time
'Cause when you smiled at me on that dance floor
It was the prettiest mask that you ever wore

Oh whoa
I watched her go
After she planted her love in the top soil
And from the top soil an iris bloomed
It was pretty in May, but it died in June



|
|
|",Mike Posner,Pop
Jade,"Met a girl, her name was Jade
Cuts her nails with a razor blade
Says she lives by no one's law
Ran my pride through a big chainsaw
Have you heard of D. B. Cooper?
I got pulled over by an old state trooper
I met a girl, her name was Jade
She cut my face with a razor blade

[Chorus 1]
Yeah, I screamed out in fury
Yeah, but my cries were not heard
Yeah, the judge and the jury
Yeah, they could offer no cure

[Verse 2]
I met a girl, her name was Jade
She got a brand new man and they got engaged
The wedding's gon' be on a big green hill
They hope it won't rain but it probably will
The man, he was a football star
He broke his knee, now he sells cars
Only so much that words can do
Love was blind, but they cured that, too
You know, Gandhi has a son our age
He said the freedom thing's just one big cage
I met a girl, her name was Jade
Her husband died, but she kept his name

[Chorus 2]
Yeah, she screamed out in fury
Yeah, but her cries were not heard
Yeah, her mom was so worried
Yeah, but she could offer no cure

[Verse 3]
Boss man calls for a meeting at noon
Big cigar in an oak board room
We got an idea and we think it's great
Said it was too much so we're gonna try eight
Who made love to Scarlet Jo?
And where the hell did Josh Hartnett go?
I met a girl, her name was Jade
Lived her whole damn life in a mascaraed

[Chorus 1]
Yeah, I screamed out in fury
Yeah, but my cries were not heard
Yeah, they said I'll never see 30
Yeah, they could offer no cure

[Outro]
I met a girl, her name was Jade
She cuts her nails with a razor blade



|
|
|",Mike Posner,Pop
